Facility Number,Facility Name,Common Name,Zone,Region,District,Council,Ward,Village/Street,Facility Type,Operating Status,Ownership,Registration Number,CTC Number,Latitude,Longitude
107347-7,Segerea,Segerea,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Segerea,Segerea,Dispensary,Operating,Public - LGA,,,-6.83626,39.2127
110568-3,Segerea Magereza,Magereza Segerea Dispensary,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Segerea,Segerea,Dispensary,Operating,Public - Prisons,,,-6.839195,39.179858
107348-5,Segerea Seminary,,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Segerea,Segerea,Dispensary,Closed,Private - Faith based organization (FBO),,,-6.85337,39.1913
107349-3,Segese,segese,Western Zone,Shinyanga,Kahama,Msalala DC,Segese,Segese,Dispensary,Operating,Public - LGA,,,-3.53232,32.41965
107350-1,Sejeli,,Central Zone,Dodoma,Kongwa,Kongwa DC,Sejeli,Sejeli,Dispensary,Operating,Public - LGA,,,-6.06903,36.3429
107351-9,Seka,Seka,Lake Zone,Mara,Musoma,Musoma DC,Nyamrandirira,Seka,Dispensary,Operating,Public - LGA,,20-05-0138,-1.81976,33.5889
107352-7,Sekebugoro,SEKEBUGORO,Western Zone,Shinyanga,Kishapu,Kishapu DC,Seke,Bugoro,Dispensary,Operating,Public - LGA,,,-3.31307,33.51693
111773-8,Sekomu,Sekomu,Northern Zone,Tanga,Lushoto,Lushoto DC,Lushoto,Coast,Dispensary,Operating,Private - Faith based organization (FBO) - Lutheran,,,-4.7521,38.29888
107354-3,Sekou-Toure,Sekou-toure,Lake Zone,Mwanza,Nyamagana,Nyamagana MC,Isamilo,Isamilo Kaskazini 'B',Hospital - Regional Referral Hospital,Operating,Public - LGA,,,-2.5119,32.90465
107355-0,Selela,Selela,Northern Zone,Arusha,Monduli,Monduli DC,Selela,Selela,Dispensary,Operating,Public - LGA,,,-3.218245,36.084824
107356-8,Seleli,Seleli,Western Zone,Tabora,Kaliua,Kaliua DC,Seleli,Seleli,Dispensary,Operating,Public,,,-4.32693,32.32833
109595-9,Selian lutheran Hospital,SELIANI LUTHERAN HOSPITAL,Northern Zone,Arusha,Arusha,Arusha DC,Olorieni,Olorien,Hospital - Designated District Hospital,Operating,Private - Faith based organization (FBO),22002,02-02-0400,-3.32548,36.6501
107359-2,Seluka,,Central Zone,Dodoma,Mpwapwa,Mpwapwa DC,Chipogoro,Seluka,Dispensary,Operating,Public - LGA,,,-6.86122,36.04017
107360-0,Semembela,Semembela,Western Zone,Tabora,Nzega,Nzega DC,Semembela,Semembela,Dispensary,Operating,Public - LGA,,,-4.32718,32.6662
109131-3,Semeni,Semeni,Southern Zone,Ruvuma,Tunduru,Tunduru DC,Mtina,Semeni,Dispensary,Operating,Public - LGA,,,-11.22313,37.28876
107361-8,Semu,,Western Zone,Simiyu,Meatu,Meatu DC,Mwanyahina,Mwagwila,Dispensary,Operating,Public,,,-3.46593,34.23193
107364-2,Senani,Senani,Western Zone,Simiyu,Itilima,Itilima DC,Chinamili,Senani,Dispensary,Pending Operation - Under Construction,Public - LGA,,,-2.83604,34.23016
107363-4,Senani,,Western Zone,Simiyu,Maswa,Maswa DC,Senani,Senani,Dispensary,Operating,Public - LGA,,,-3.17386,34.06005
107365-9,Senene mfuru,Senene mfuru,Central Zone,Singida,Singida,Singida DC,Ughandi,Senene Mfuru,Dispensary,Operating,Public - LGA,,,-4.5692,34.67945
107372-5,Seng'wa,,Western Zone,Simiyu,Maswa,Maswa DC,Seng'wa,Seng'wa,Dispensary,Operating,Public - LGA,,,-3.42211,33.70399
107367-5,Senga,Senga,Southern Highlands Zone,Rukwa,Sumbawanga,Sumbawanga MC,Senga,Not set,Dispensary,Operating,Public - LGA,,,-7.91276,31.62632
107366-7,Senga,Senga,Lake Zone,Geita,Geita,Geita DC,Senga,Senga,Dispensary,Operating,Public - LGA,,19-01-0151,-2.61717,31.9738
107368-3,Sengenya,sengenya,Southern Zone,Mtwara,Nanyumbu,Nanyumbu DC,Sengenya,Sengenya,Dispensary,Operating,Public - LGA,,,-10.901323,38.352458
107369-1,Sengerema,Mama na mtoto,Lake Zone,Mwanza,Sengerema,Sengerema DC,Nyatukala,Geita Road,Health Center,Operating,Public,,,-2.654007,32.638108
107370-9,Sengerema,Mission,Lake Zone,Mwanza,Sengerema,Sengerema DC,Nyampulukano,Mission,Hospital - Designated District Hospital,Operating,Private - Faith based organization (FBO),Sengerema Designated District Hospital,,-2.63936,32.6553
107371-7,Sengerema Secondary,Zahanati,Lake Zone,Mwanza,Sengerema,Sengerema DC,Mwabaluhi,Ofisini,Dispensary,Operating,Public,,,-2.66072,32.647568
107373-3,Senjele,Senjele Dispensary,Southern Highlands Zone,Songwe,Mbozi,Mbozi DC,Nanyala,Senjele,Dispensary,Operating,Public - LGA,,,-8.940434,33.161572
109799-7,Sepuka,Sepuka,Central Zone,Singida,Ikungi,Ikungi DC,Sepuka,Musimi,Health Center,Operating,Public,,,-4.74762,34.5241
107375-8,Sepukila,Sepukila Dispensary,Southern Zone,Ruvuma,Mbinga,Mbinga TC,Kilimani,Sepukila,Dispensary,Operating,Public - LGA,,,-11.02383,34.98146
108533-1,Serena,AgaKhan Serena Clinic,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Kivukoni,Kivukoni,Clinic - Other Clinic,Operating,Private - Faith based organization (FBO),,,-6.81041,39.28745
110785-3,Serenity Dental,Serenity Dental,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Kijitonyama,Kijitonyama,Clinic - Dental Clinic,Operating,Private - For Profit,,,-6.77838,39.24725
110790-3,Serikali za Mitaa,Serikali za Mitaa,Central Zone,Dodoma,Dodoma,Dodoma MC,Hombolo,Hombolo bwawani,Dispensary,Operating,Public - Parastatal,,,-5.96057,35.9752
107378-2,Sero,,Northern Zone,Arusha,Ngorongoro,Ngorongoro DC,Ololosokwan,Ololosokwan,Dispensary,Operating,Public - LGA,,,-1.82559,35.33282
109277-4,Sese,Sese,Lake Zone,Mwanza,Magu,Magu DC,Bujashi,Sese,Dispensary,Operating,Public - LGA,,,-2.44957,33.06198
107380-8,Seseko,SESEKO,Western Zone,Shinyanga,Kishapu,Kishapu DC,Itilima,Lilindilo,Dispensary,Operating,Public - LGA,,,-3.81508,33.53394
109708-8,Setchet,Setchet,Northern Zone,Manyara,Hanang,Hanang DC,Bassodesh,Bassodesh,Dispensary,Operating,Public - LGA,2600,,-4.3514,35.26122
107384-0,Seth Benjamin,Seth Benjamini,Lake Zone,Mwanza,Misungwi,Misungwi DC,Idetemya,Mwasonge,Dispensary,Operating,Public - LGA,,19-07-0128,-2.66418,32.92411
107386-5,Shabaka,Shabaka,Lake Zone,Geita,Nyang'hwale,Nyang'hwale DC,Shabaka,Shabaka,Dispensary,Operating,Public - LGA,,,-2.99217,32.4527
107388-1,Shadi,,Lake Zone,Mwanza,Nyamagana,Nyamagana MC,Mkolani,Shadi,Dispensary,Operating,Public - LGA,,,-2.64069,32.8817
108349-2,SHAGIHILU,WAZAZI SHAGIHILU,Western Zone,Shinyanga,Kishapu,Kishapu DC,Shagihilu,Shagililu,Dispensary,Closed (Temporary),Private - NGOs,,,-3.71405,33.92848
107389-9,Shagihilu,SHAGIHILU,Western Zone,Shinyanga,Kishapu,Kishapu DC,Shagihilu,Shagililu,Dispensary,Operating,Public - LGA,,,-3.71407,33.93127
110427-2,Shalom,,Eastern Zone,Morogoro,Morogoro,Morogoro MC,Mazimbu,Mazimbu Darajani,Health Center,Operating,Private - For Profit,,,-6.80218,37.64376
111255-6,Shalom,,Northern Zone,Arusha,Arusha,Arusha CC,Lemara,Lemara kati,Clinic - Dental Clinic,Operating,Private - For Profit,,,-3.40854,36.706589
110726-7,Shama,,Northern Zone,Arusha,Arusha,Arusha CC,Sokon I,Madukani,Dispensary,Operating,Private - For Profit,23234,,-3.38403,36.681
107385-7,Shamajala,,Central Zone,Dodoma,Kondoa,Kondoa DC,Kondoa Mjini,Mningani,Dispensary,Operating,Private,,,-4.898581,35.778018
107394-9,Shambarai Lutheran,Shambarai,Northern Zone,Manyara,Simanjiro,Simanjiro DC,Shambarai,Shambarai,Dispensary,Closed (Temporary),Private - Faith based organization (FBO),,,-3.83709,36.7228
107395-6,Shanga,Shanga,Lake Zone,Kagera,Ngara,Ngara DC,Kanazi,Kanazi,Dispensary,Operating,Public - LGA,,,-2.53605,30.54378
107396-4,Shangani,St. Scholastica,Southern Zone,Mtwara,Mtwara,Mtwara MC,Shangani,Shangani west,Dispensary,Operating,Private - Faith based organization (FBO),,,-10.256483,40.181359
107397-2,Shango,,Southern Highlands Zone,Mbeya,Mbeya,Mbeya DC,Ilungu,Shango,Dispensary,Operating,Public - LGA,,,-8.983364,33.789056
107398-0,Shant Town,Dr Makupa,Northern Zone,Kilimanjaro,Moshi,Moshi MC,Kilimanjaro,Mawenzi,Dispensary,Operating,Private - For Profit,36025,,-3.337541,37.321555
109435-8,Shasya,Shasya Dispensary,Southern Highlands Zone,Songwe,Mbozi,Mbozi DC,Halungu,Shasya,Dispensary,Operating,Public - LGA,,,-8.960807,32.854151
107400-4,Shaurimoyo,Shaurimoyo disensary,Northern Zone,Manyara,Babati,Babati DC,Mwada,Shaurimoyo,Dispensary,Operating,Public,,,-3.91395,35.69272
107401-2,Shaurimoyo,Shaurimoyo Dispensary,Southern Zone,Mtwara,Masasi,Masasi DC,Not set,Not set,Dispensary,Operating,Public - LGA,,09-03-0230,-10.6939,39.021666
107402-0,Shaurimoyo,Shaurimoyo,Southern Highlands Zone,Njombe,Ludewa,Ludewa DC,Lugarawa,Shauri Moyo,Dispensary,Operating,Public - LGA,,,-9.85553,34.799005
107554-8,Shed Sota,Shed Sota,Lake Zone,Mara,Rorya,Rorya DC,Tai,Shirati Sota,Dispensary,Operating,Private - NGOs,,,-1.12298,33.9838
112262-1,Shefa,,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Kiburugwa,Juhudi,Dispensary,Operating,Private - For Profit,,,-6.90866,39.25797
107403-8,Shelui,,Central Zone,Singida,Iramba,Iramba DC,Shelui,Nselembwe,Dispensary,Operating,Public - LGA,,,-4.337,34.1999
107404-6,Shengena,,Northern Zone,Kilimanjaro,Same,Same DC,Chome,Marieni,Health Center,Operating,Public - LGA,,,-4.26267,37.8965
107407-9,Sheyo,Sheyo Disp,Southern Highlands Zone,Songwe,Ileje,Ileje DC,Ibaba,Sheyo,Dispensary,Operating,Public - LGA,,,-9.34046,33.363436
107408-7,Shia,Shia Dispensary,Northern Zone,Kilimanjaro,Moshi,Moshi DC,Old Moshi Mashariki,Mahoma,Dispensary,Operating,Public,,,-3.32391,37.41383
107410-3,Shifaa,Shifaa,Northern Zone,Tanga,Lushoto,Lushoto DC,Lushoto,Kitivo,Dispensary,Closed,Private - Faith based organization (FBO) - Bakwata,41209,,-4.79153,38.29316
107443-4,Shifaa Str. 18,Shifaa,Northern Zone,Tanga,Tanga,Tanga CC,Ngamiani Kusini,Mapinduzi B,Health Center,Operating,Private - Faith based organization (FBO),,,-5.08323,39.09799
111219-2,Shifra,,Lake Zone,Mara,Bunda,Bunda DC,Hunyari,Mariwanda,Maternity Home,Closed,Private - For Profit,,,-1.978915,34.146687
107412-9,Shigala,Shigala dspensary,Western Zone,Simiyu,Busega,Busega DC,Shigala,Shigala,Dispensary,Operating,Public - LGA,,,-2.39462,33.6805
107413-7,Shigamba,SHIGAMBA,Western Zone,Tabora,Nzega,Nzega DC,Shigamba,Shigamba,Dispensary,Operating,Public - LGA,,,-4.202311,33.063021
107414-5,Shighatini,Shighatini,Northern Zone,Kilimanjaro,Mwanga,Mwanga DC,Shighatini,Shighatini,Health Center,Operating,Public,,,-3.671273,37.643133
109908-4,Shihando,,Southern Highlands Zone,Songwe,Mbozi,Mbozi DC,Itaka,Itaka,Dispensary,Pending Operation - Under Construction,Public - LGA,,,-8.849351,32.75763
107415-2,Shila,Shila,Western Zone,Tabora,Nzega,Nzega DC,Isanzu,Shilla,Dispensary,Operating,Public - LGA,,,-4.24951,33.1034
107416-0,Shilabela,Shilabela dispensary,Western Zone,Shinyanga,Shinyanga,Shinyanga DC,Pandagichiza,Shilabela,Dispensary,Operating,Public - LGA,,,-3.55603,33.29855
109937-3,Shilanga,Shilanga,Southern Highlands Zone,Songwe,Mbozi,Mbozi DC,Ihanda,Shilanga,Dispensary,Pending Operation - Under Construction,Public - LGA,,,-9.162733,32.889501
107417-8,Shilela,shilela,Western Zone,Shinyanga,Kahama,Msalala DC,Shilela,Shilela,Dispensary,Operating,Public - LGA,,,-3.454559,32.41532
107418-6,Shilembo,SHILEMBO,Lake Zone,Mwanza,Kwimba,Kwimba DC,Shilembo,Shilembo,Dispensary,Operating,Public - LGA,,,-3.2481,33.28787
107419-4,Shimbi,Shimbi Dispensary,Northern Zone,Kilimanjaro,Rombo,Rombo DC,Shimbi,Shimbi Masho,Dispensary,Operating,Public - LGA,,,-3.22188,37.60364
109413-5,Shimbwe,,Northern Zone,Kilimanjaro,Moshi,Moshi DC,Uru Shimbwe,Shimbwe juu,Health Center,Operating,Public - LGA,,,-3.26529,37.372233
107422-8,Shinji,Shinji Disp,Southern Highlands Zone,Songwe,Ileje,Ileje DC,Mbebe,shinji,Dispensary,Operating,Public - LGA,,,-9.357759,32.924975
107423-6,Shinyanga Regional,Government Hospital,Western Zone,Shinyanga,Shinyanga,Shinyanga MC,Shinyanga Mjini,Miti Mirefu,Hospital - Regional Referral Hospital,Operating,Public - LGA,,,-3.66736,33.4271
107425-1,Shinyanga Sec School,Shinyanga sekondari,Western Zone,Shinyanga,Kishapu,Kishapu DC,Mwadui Luhumbo,Not set,Dispensary,Operating,Public - LGA,,,-3.54947,33.5918
107426-9,Shinyangamwenge,,Western Zone,Simiyu,Maswa,Maswa DC,Dakama,Shinyanga,Dispensary,Operating,Public - LGA,,,-3.54014,34.0256
107427-7,Shinzingo,Shinzingo,Southern Highlands Zone,Mbeya,Mbeya,Mbeya DC,Isuto,Shinzingo,Dispensary,Operating,Public - LGA,,,-9.078769,33.247451
100932-3,Shirati CRCT,CRCT,Northern Zone,Arusha,Karatu,Karatu DC,Karatu,Karatu Mjini,Dispensary,Operating,Private - Faith based organization (FBO),30205,,-3.339892,35.679484
107428-5,Shirati KMT,Shirati,Lake Zone,Mara,Rorya,Rorya DC,Mkoma,Mkoma,Hospital - Designated District Hospital,Operating,Private - Faith based organization (FBO),,,-1.15371,34.0307
107429-3,Shiri Matunda,Shirimatunda,Northern Zone,Kilimanjaro,Moshi,Moshi MC,Shirimatunda,Bonite,Dispensary,Operating,Public - LGA,,,-3.363418,37.313065
107430-1,Shirimgungani,,Northern Zone,Kilimanjaro,Hai,Hai DC,Machame Kusini,Shiri Mgungani,Dispensary,Operating,Public - LGA,,,-3.380744,37.294029
107432-7,Shishani,Shishani,Western Zone,Simiyu,Itilima,Itilima DC,Migato,Shishani,Dispensary,Pending Operation - Under Construction,Public - LGA,,,-2.9301,34.41071
107431-9,Shishani,shishani,Lake Zone,Mwanza,Magu,Magu DC,Shishani,Shishani,Dispensary,Operating,Public - LGA,,,-2.75755,33.70395
107433-5,Shishiyu,Shishiyu,Western Zone,Simiyu,Maswa,Maswa DC,Shishiyu,Shishiyu,Dispensary,Operating,Public - LGA,,,-2.95221,33.6024
107434-3,Shishtoni,,Northern Zone,Arusha,Arumeru,Meru DC,Leguruki,Shishton,Dispensary,Operating,Public - LGA,,,-3.21714,36.9618
107437-6,Shitage,Shitage,Western Zone,Tabora,Uyui,Uyui DC,Shitage,Shitage,Dispensary,Operating,Public,,,-4.28046,32.5151
107438-4,Shitunguru,,Southern Highlands Zone,Songwe,Mbozi,Mbozi DC,Nambinzo,Shitunguru,Dispensary,Pending Operation - Under Construction,Public - LGA,,,-8.837594,32.733865
107439-2,Shizuvi,,Southern Highlands Zone,Mbeya,Mbeya,Mbeya DC,Ilembo,Inyala Ilembo,Dispensary,Operating,Public - LGA,,,-9.265471,33.396994
107440-0,Shoga,Shoga Disp,Southern Highlands Zone,Mbeya,Chunya,Chunya DC,Sangambi,Shoga,Dispensary,Operating,Public - LGA,,,-8.431926,33.659871
109929-0,Shomola,,Southern Highlands Zone,Songwe,Mbozi,Mbozi DC,Mlangali,Shomola,Dispensary,Pending Operation - Construction Complete,Public - LGA,,,-9.061198,33.085154
107441-8,Shongo,Shongo,Southern Highlands Zone,Mbeya,Mbeya,Mbeya DC,Igale,Shongo,Dispensary,Operating,Public - LGA,,,-9.009244,33.429306
107442-6,Shree Hindu,,Northern Zone,Arusha,Arusha,Arusha CC,Kati,Pangani,Hospital,Operating,Private - Faith based organization (FBO),312,,-3.377127,36.689223
101372-1,Shree Hindu Mandal,Hindu,Lake Zone,Mwanza,Nyamagana,Nyamagana MC,Pamba,Bugarika Kusini,Hospital,Operating,Private - Faith based organization (FBO),1932290,19-03-0100,-2.53306,32.90892
101369-7,Shree Hindu Mandal,Hindu Mandal,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Kisutu,Kisutu,Hospital - Other Hospital,Operating,Private - Faith based organization (FBO),72002,,-6.81515,39.2848
107444-2,Shuka,Shuka,Southern Zone,Lindi,Lindi,Lindi DC,Navanga,Shuka,Dispensary,Operating,Public - LGA,,,-10.01083,39.82696
107446-7,Shume,Shume,Northern Zone,Tanga,Lushoto,Lushoto DC,Shume,Gologolo,Dispensary,Operating,Public - LGA,,,-4.53333,38.2167
107447-5,Shunga,Mission,Western Zone,Kigoma,Kasulu,Kasulu DC,Buhoro,Shunga,Health Center,Operating,Private - Faith based organization (FBO),162013,16-02-0106,-4.344785,30.225293
107448-3,Shungubweni,,Eastern Zone,Pwani,Mkuranga,Mkuranga DC,Shungubweni,Shungubweni,Dispensary,Operating,Public - LGA,,,-7.19269,39.38297
107449-1,Shunguliba,Shunguliba,Western Zone,Kigoma,Kasulu,Kasulu DC,Shunguliba,Shunguliba,Dispensary,Operating,Public - LGA,,,-4.723872,30.254277
107450-9,Shushi,SHUSHI,Lake Zone,Mwanza,Kwimba,Kwimba DC,Mwandu,Shushi,Dispensary,Operating,Public - LGA,,,-2.88622,33.44078
107451-7,Shuwa,,Southern Highlands Zone,Mbeya,Mbeya,Mbeya DC,Iyunga Mapinduzi,Shuwa,Dispensary,Operating,Public - LGA,,,-9.063202,33.371844
107455-8,Sibwesa,Sibwesa,Southern Highlands Zone,Katavi,Mpanda,Mpanda DC,Sibwesa,Sibwesa,Dispensary,Operating,Public - LGA,RK/KIJ/92,23-02-0114,-6.49603,30.74912
111141-8,Sibwesa,SIBWESA,Western Zone,Kigoma,Uvinza,Uvinza DC,Kalya,Sibwesa,Dispensary,Operating,Public - LGA,,,-6.497792,29.953247
107458-2,Sifika,Sifika health Center,Southern Highlands Zone,Songwe,Mbozi,Mbozi DC,Vwawa,Ichenjezya,Health Center,Operating,Private - For Profit,,,-9.106424,32.934337
107459-0,Sigara,Sigara,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Yombo Vituka,Yombo vituka,Dispensary,Operating,Public - LGA,,,-6.886965,39.217057
107460-8,Sigili,Sigili Dispensary,Western Zone,Tabora,Nzega,Nzega DC,Not set,Not set,Dispensary,Operating,Public - LGA,,,-3.92933,32.9918
108482-1,Signali,SIGNAL,Eastern Zone,Morogoro,Kilombero,Kilombero DC,Kiberege,Siginali,Dispensary,Operating,Private - NGOs,,,-8.02278,36.8359
107461-6,Sigunga,Sigunga,Western Zone,Kigoma,Uvinza,Uvinza DC,Sigunga,Sigunga,Dispensary,Operating,Public - LGA,,,-5.57431,29.84471
107463-2,Siha,Kibong'oto HC,Northern Zone,Kilimanjaro,Siha,Siha DC,Sanya Juu,Majengo,Health Center,Operating,Public - LGA,,,-3.21778,37.043542
109688-2,Siha,Silent Inn,Northern Zone,Arusha,Arusha,Arusha DC,Olorieni,Olosiva,Dispensary,Operating,Private - For Profit,23222,,-3.34957,36.65137
111828-0,Siha,Kariakoo dispensary,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Kariakoo,Kariakoo Magharibi,Clinic - Dental Clinic,Operating,Private - For Profit,,,-6.82086,39.27567
109265-9,Siha,Siha distric Hospital,Northern Zone,Kilimanjaro,Siha,Siha DC,Sanya Juu,Majengo,Hospital,Operating,Public - LGA,,,-3.18218,37.06366
110930-5,Siha eye care,,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Msasani,Mikoroshini,Clinic - Eye Clinic,Operating,Private - For Profit,,,-6.7694,39.26991
107464-0,Siima,SIIMA,Northern Zone,Kilimanjaro,Moshi,Moshi MC,Kiusa,Kiusa,Health Center,Operating,Private - For Profit,100-990-822,,-3.355118,37.335383
107465-7,Sikh Temple,sikh temple,Northern Zone,Arusha,Arusha,Arusha CC,Levolosi,Levolos,Dispensary,Closed (Temporary),Private - For Profit,23044,,-3.37512,36.68469
107466-5,Sikonge,Sikonge,Western Zone,Tabora,Sikonge,Sikonge DC,Sikonge,Sikonge,Dispensary,Operating,Public - LGA,,,-5.61992,32.753
107467-3,Sikonge,Sikonge DDH,Western Zone,Tabora,Sikonge,Sikonge DC,Misheni,Misheni,Hospital - Designated District Hospital,Operating,Private - Faith based organization (FBO),146204,,-5.62822,32.7577
107468-1,Sikonge RC,Roman Catholic,Western Zone,Tabora,Sikonge,Sikonge DC,Sikonge,Sikonge,Dispensary,Operating,Private - Faith based organization (FBO),146205,,-5.60463,32.741108
111401-6,silabu,Silabu,Southern Zone,Mtwara,Masasi,Masasi TC,Nyasa,Silabu,Dispensary,Operating,Public,,,-10.7429,38.82104
107469-9,Siloam,Sloam,Southern Highlands Zone,Njombe,Njombe,Njombe DC,Mtwango,Lunguya,Dispensary,Operating,Private - Faith based organization (FBO),113071,22-04-0106,-9.034591,34.815038
110992-5,Siloam Nursing and Maternity Home,Siloam Nursing and Maternity Home,Southern Highlands Zone,Mbeya,Mbeya,Mbeya CC,Iganzo,Mwambenja,Maternity Home,Operating,Private,175,,-8.89162,33.469651
107470-7,Sima,,Lake Zone,Mwanza,Sengerema,Sengerema DC,Sima,Sima,Dispensary,Operating,Public - LGA,,,-2.71433,32.5527
107471-5,Simambwe,,Southern Highlands Zone,Mbeya,Mbeya,Mbeya DC,Tembela,Simambwe,Dispensary,Operating,Public - LGA,,,-8.982942,33.620213
107472-3,Simana,,Southern Zone,Lindi,Lindi,Lindi DC,Mnolela,Simana,Dispensary,Pending Operation - Under Construction,Public - LGA,,,-10.142,39.75298
107473-1,Simanjiro HC,Emboreet,Northern Zone,Manyara,Simanjiro,Simanjiro DC,Emboreet,Emboreeti,Health Center,Operating,Private - Faith based organization (FBO),29001,21-04-0101,-3.97526,36.43892
107474-9,Simbanguru,Si,Central Zone,Singida,Manyoni,Manyoni DC,Isseke,Not set,Dispensary,Operating,Public,,,-6.64238,35.0117
107475-6,Simbay,Simbay,Northern Zone,Manyara,Hanang,Hanang DC,Simbay,Simbay,Health Center,Operating,Public - LGA,,,-4.55617,35.56239
107476-4,Simbo,,Western Zone,Kigoma,Uvinza,Uvinza DC,Simbo,Simbo,Dispensary,Operating,Public - LGA,,,-4.88333,29.7333
107477-2,Simbo,Simbo HC,Western Zone,Tabora,Igunga,Igunga DC,Simbo,Not set,Health Center,Operating,Public - LGA,,14-02-0101,-4.65565,33.4314
107478-0,Simike,,Southern Highlands Zone,Mbeya,Mbarali,Mbarali DC,Utengule Usangu,Not set,Dispensary,Operating,Public - LGA,,,-8.71001,33.8084
107479-8,Simike,,Southern Highlands Zone,Mbeya,Rungwe,Rungwe DC,Lufingo,Simike,Dispensary,Pending Operation - Under Construction,Public,,,-9.26039,33.596761
110372-0,Simiyu Vision Centre,Kliniki ya macho ya Salunda,Western Zone,Simiyu,Bariadi,Bariadi TC,Bariadi,Bariadi,Clinic - Eye Clinic,Operating,Private - For Profit,105,,-2.80764,33.98415
107480-6,Sinai,Sinai Dispensary,Southern Zone,Ruvuma,Songea,Songea MC,Lilambo,Sinai,Dispensary,Operating,Public - LGA,,,-10.68872,35.44843
107482-2,Sindano,Sindano Dispensary,Southern Zone,Mtwara,Masasi,Masasi DC,Sindano,Sindano,Dispensary,Operating,Public - LGA,,,-11.109014,39.058926
107483-0,Sindeni,Sindeni,Northern Zone,Tanga,Handeni,Handeni DC,Sindeni,Sindeni,Dispensary,Operating,Public - LGA,,,-5.348988,38.230577
107484-8,Singa,,Central Zone,Singida,Mkalama,Mkalama DC,Ilunda,Singa,Dispensary,Operating,Public - LGA,,,-4.38922,34.86124
107485-5,Singida,Singida Region Referral,Central Zone,Singida,Singida,Singida MC,Ipembe,Zimamoto,Hospital - Regional Referral Hospital,Operating,Public - LGA,,,-4.81553,34.74784
107927-6,Singida Tumaini,Singida Tumaini,Central Zone,Singida,Singida,Singida MC,Ipembe,Soko,Health Center,Operating,Private - For Profit,134202,,-4.81602,34.74977
110406-6,Singisa Mission,Singisa Mission,Eastern Zone,Morogoro,Morogoro,Morogoro DC,Singisa,Singisa,Dispensary,Operating,Private - Faith based organization (FBO),,,-7.268724,37.674173
109257-6,Singiwe,singiwe,Southern Highlands Zone,Rukwa,Kalambo,Kalambo DC,Matai,Singiwe,Dispensary,Operating,Public - LGA,,,-8.24824,31.52661
110658-2,Sino Tanzania Friendship,Sino Tanzania Friendship,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Kijitonyama,Mwenge,Hospital - Other Hospital,Operating,Private - For Profit,,,-6.77549,39.229301
110727-5,Sinon Parish,Sinon Parish,Northern Zone,Arusha,Arusha,Arusha CC,Sokon I,Engosengiu,Dispensary,Operating,Private - Faith based organization (FBO) - Catholic,,,-3.417086,36.687603
